id," name"," address"," zip_code"," city"," state",Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,City,State,County,Zip,Country
453," El Bohio Restaurant"," 1127 Harry Wurzbach Road"," 78209"," San Antonio"," TX",29.469755,-98.438552,1,range_interpolation,1127,"Harry Wurzbach Rd","San Antonio",TX,"Bexar County",78209,US
454," Moroccan Bites"," 5714 Evers Road"," 78238"," San Antonio"," TX",29.489379,-98.598807,1,range_interpolation,5714,"Evers Rd","San Antonio",TX,"Bexar County",78238,US
455," Taco Taco Cafe"," 145 E. Hildebrand"," 78212"," San Antonio"," TX",29.466634,-98.493102,1,range_interpolation,145,"E Hildebrand Ave","San Antonio",TX,"Bexar County",78212,US
456," The Magnolia Pancake Haus"," 606 Embassy Oak"," 78216"," San Antonio"," TX",29.564335,-98.487963,1,range_interpolation,606,"Embassy Oaks","San Antonio",TX,"Bexar County",78216,US
457," Steer-In Restaurant"," 5130 E 10th Street"," 46219"," Indianapolis"," IN",39.781688,-86.082839,1,range_interpolation,5130,"E 10th St",Indianapolis,IN,"Marion County",46219,US
458," The Tamale Place"," 5242 Rockville Road"," 46224"," Indianapolis"," IN",39.765288,-86.249341,1,range_interpolation,5242,"Rockville Rd",Indianapolis,IN,"Marion County",46224,US
459," Zest-Exciting Food Creations"," 1134 E 54th Street"," 46220"," Indianapolis"," IN",39.85133,-86.139052,1,range_interpolation,1134,"E 54th St",Indianapolis,IN,"Marion County",46220,US
460," Zydecos"," 11 E Main Street"," 46158"," Mooresville"," IN",39.612645,-86.374732,1,range_interpolation,11,"E Main St",Mooresville,IN,"Morgan County",46158,US
461," Aunt Mary's Cafe"," 4307 Telegraph Avenue"," 94609"," Oakland"," CA",37.831638,-122.26404,1,range_interpolation,4307,"Telegraph Ave",Oakland,CA,"Alameda County",94609,US
462," The Barking Dog Cafe"," 115 E 49th Street"," 46205"," Indianapolis"," IN",39.84252,-86.154535,1,range_interpolation,115,"E 49th St",Indianapolis,IN,"Marion County",46205,US
463," California Tacos To Go"," 1450 Skipper Road"," 33613"," Tampa"," FL",28.081223,-82.444078,1,rooftop,1450,"Skipper Rd",Tampa,FL,"Hillsborough County",33613,US
464," Garifuna Flava"," 2516 W 63rd Street"," 60629"," Chicago"," IL",41.779361,-87.686673,0.9,range_interpolation,2516,"W 63rd St",Chicago,IL,"Cook County",60629,US
465," Irazu"," 1865 N Milwaukee Ave"," 60647"," Chicago"," IL",41.915379,-87.684897,1,range_interpolation,1865,"N Milwaukee Ave",Chicago,IL,"Cook County",60647,US
466," Jose's Real Cuban Food"," 8799 Cortez Road W"," 34210"," Bradenton"," FL",27.461238,-82.649793,0.9,rooftop,8799,"Cortez Rd  W",Bradenton,FL,"Manatee County",34210,US
467," Munch's Sundries and Restaurant"," 3920 6th Street S"," 33705"," St. Petersburg"," FL",27.732976,-82.64054,1,rooftop,3920,"6th St S","Saint Petersburg",FL,"Pinellas County",33705,US
468," Tampa Bay Brewing Company"," 1600 E 8th Ave"," 33605"," Tampa"," FL",27.961315,-82.441628,1,rooftop,1600,"E 8th Ave",Tampa,FL,"Hillsborough County",33605,US
469," Tampa Taco Bus"," 913 E Hillsborough Ave"," 33603"," Tampa"," FL",27.995776,-82.450283,1,rooftop,913,"E Hillsborough Ave",Tampa,FL,"Hillsborough County",33604,US
470," The Old Coffee Pot Restaurant"," 714 Saint Peter Street"," 70116"," New Orleans"," LA",29.9834,-90.102549,1,range_interpolation,714,"Saint Peter St","New Orleans",LA,"Orleans Parish",70119,US
471," Big & Littles"," 860 N. Orleans"," 60610"," Chicago"," IL",41.898294,-87.637385,1,range_interpolation,860,"N Orleans St",Chicago,IL,"Cook County",60610,US
472," Chilam Balam"," 3023 N Broadway Street"," 60657"," Chicago"," IL",41.937113,-87.644151,1,range_interpolation,3023,"N Broadway St",Chicago,IL,"Cook County",60657,US
473," Chuck's Southern Comforts Cafe"," 6501 W 79th Street"," 60459"," Burbank"," Il",41.748565,-87.782668,1,range_interpolation,6501,"W 79th St",Burbank,IL,"Cook County",60459,US
474," DMK Burger Bar"," 2954 N Sheffield Ave"," 60657"," Chicago"," IL",41.935658,-87.654109,1,range_interpolation,2954,"N Sheffield Ave",Chicago,IL,"Cook County",60657,US
475," Nana Organic"," 3267 S Halsted Street"," 60608"," Chicago"," IL",41.834808,-87.646051,1,range_interpolation,3267,"S Halsted St",Chicago,IL,"Cook County",60608,US
476," Panozzo's Italian Market"," 1303 South Michigan Avenue"," 60605"," Chicago"," IL",41.865751,-87.623962,1,range_interpolation,1303,"S Michigan Ave",Chicago,IL,"Cook County",60605,US
477," Citrus Breakfast and Lunch"," 2265 W Great Neck Road"," 23451"," Virginia Beach"," VA",36.910532,-76.071494,1,rooftop,2265,"Great Neck Rd W","Virginia Beach",VA,"Virginia Beach city",23451,US
478," Flip Flops Grill and Chill"," 2217 Upton Drive"," 23454"," Virginia Beach"," VA",36.756294,-76.010439,1,rooftop,2217,"Upton Dr","Virginia Beach",VA,"Virginia Beach city",23456,US
479," Harvey's Hot Dogs CLOSED"," 3205 Stamford Road"," 23703"," Portsmouth"," VA",36.86094,-76.390684,1,rooftop,3205,"Stamford Rd",Portsmouth,VA,"Portsmouth city",23703,US
480," Moseberth's Chicken"," 1505 Airline Blvd"," 23707"," Portsmouth"," VA",36.826163,-76.347524,1,rooftop,1505,"Airline Blvd",Portsmouth,VA,"Portsmouth city",23707,US
481," The Beach Pub"," 1001 Laskin Road"," 24351"," Virginia Beach"," VA",36.856553,-75.990855,1,rooftop,1001,"Laskin Rd","Virginia Beach",VA,"Virginia Beach city",23451,US
482," Whitner's Barbecue"," 869 Lynnhaven Pkwy"," 23452"," Virginia Beach"," VA",36.811765,-76.07414,1,rooftop,869,"Lynnhaven Rd S","Virginia Beach",VA,"Virginia Beach city",23452,US
483," Fresh Local Wild Food Truck"," W Hastings and Burrard Street"," V6E 1V3"," Vancouver"," BC",45.678996,-122.720499,1,place,,,Vancouver,WA,"Clark County",98660,US
484," Falconetti's"," 1812 Commercial Drive"," V5N 4A5"," Vancouver"," BC",45.678996,-122.720499,0.33,place,,,Vancouver,WA,"Clark County",98660,US
485," Clarkston Union Bar and Kitchen"," 54 S Main Street"," 48346"," Clarkston"," MI",42.735118,-83.418962,1,range_interpolation,54,"S Main St",Clarkston,MI,"Oakland County",48346,US
486," Union Wood Shop"," 18 South Main Street"," 48346"," Clarkston"," MI",42.73532,-83.418967,1,range_interpolation,18,"S Main St",Clarkston,MI,"Oakland County",48346,US
487," Polish Village Cafe"," 2990 Yemans Street"," 48212"," Hamtramck"," MI",42.397663,-83.058378,1,range_interpolation,2990,"Yemans St",Hamtramck,MI,"Wayne County",48212,US
488," Peaceful Restaurant"," 532 West Broadway #110"," V5Z 1E9"," Vancouver"," BC",45.625562,-122.670682,1,range_interpolation,532,"Broadway St",Vancouver,WA,"Clark County",98660,US
489," Save-on-Meats"," 43 West Hastings Street"," V6B 1G4"," Vancouver"," BC",45.678996,-122.720499,0.33,place,,,Vancouver,WA,"Clark County",98660,US
490," Red Wagon Cafe"," 2296 East Hastings Street"," V5L 1V4"," Vancouver"," BC",45.678996,-122.720499,0.33,place,,,Vancouver,WA,"Clark County",98660,US
491," Tomahawk Restaurant"," 1550 Philip Avenue North"," V7P 2V8"," Vancouver"," BC",45.678996,-122.720499,0.33,place,,,Vancouver,WA,"Clark County",98660,US
492," Get Fresh Cafe"," 2500 Church Street"," 23504"," Norfolk"," VA",36.869849,-76.279399,1,rooftop,2500,"Church St",Norfolk,VA,"Norfolk city",23504,US
493," The Broken Record Bar"," 1166 Geneva Avenue"," 94112"," San Francisco"," CA",37.714265,-122.437001,1,rooftop,1166,"Geneva Ave","San Francisco",CA,"San Francisco County",94112,US
494," John's of 12th Street"," 302 East 12th Street"," 10003"," New York"," NY",40.730724,-73.985457,1,rooftop,302,"E 12th St","New York",NY,"New York County",10003,US
495," Mama's Food Shop CLOSED"," 200 East 3rd Street"," 10009"," New York"," NY",40.722675,-73.983842,1,range_interpolation,200,"E 3rd St","New York",NY,"New York County",10009,US
496," The Redhead Restaurant"," 349 East 13th Street"," 10003"," New York"," NY",40.730901,-73.983388,1,rooftop,349,"E 13th St","New York",NY,"New York County",10003,US
497," Gazala's Place"," 709 9th Avenue"," 10036"," New York"," NY",40.762647,-73.989776,1,rooftop,709,"9th Ave","New York",NY,"New York County",10019,US
498," Defonte's Sandwich Shop"," 261 3rd Avenue"," 10010"," New York"," NY",40.73738,-73.983986,1,rooftop,261,"3rd Ave","New York",NY,"New York County",10010,US
499," Rincon Criollo"," 40-09 Junction Blvd"," 11372"," New York"," NY",40.756715,-73.873459,1,range_interpolation,009,"Junction Blvd","Jackson Heights",NY,"Queens County",11372,US
500," The Glass Onion"," 1219 Savannah Hwy."," 29407"," Charleston"," SC",32.78485,-80.002745,1,range_interpolation,1219,"Savannah Hwy",Charleston,SC,"Charleston County",29407,US
501," The Early Bird Diner"," 1644 Savannah Highway"," 29407"," Charleston"," SC",32.787104,-80.013926,1,range_interpolation,1644,"Savannah Hwy",Charleston,SC,"Charleston County",29407,US
502," Fuel Charleston"," 211 Rutledge Avenue"," 29403-5822"," Charleston"," SC",32.78912,-79.946951,1,range_interpolation,211,"Rutledge Ave",Charleston,SC,"Charleston County",29403,US
503," Tattooed Moose"," 1137 Morrison Drive"," 29403"," Charleston"," SC",32.811084,-79.948738,1,range_interpolation,1137,"Morrison Dr",Charleston,SC,"Charleston County",29403,US
504," Perfectly Frank's"," 118 North Main Street"," 29483"," Summerville"," SC",33.021463,-80.174239,1,range_interpolation,118,"N Main St",Summerville,SC,"Dorchester County",29483,US
505," Dixie Supply Bakery and Cafe"," 62 State Street"," 29401"," Charleston"," SC",32.780423,-79.928185,1,range_interpolation,62,"State St",Charleston,SC,"Charleston County",29401,US
506," Galway Bay"," 63 Maryland Ave"," 21401"," Annapolis"," MD",38.979899,-76.489523,1,range_interpolation,63,"Maryland Ave",Annapolis,MD,"Anne Arundel County",21401,US
507," Joe Squared"," 133 West North Avenue"," 21201"," Baltimore"," MD",39.310546,-76.619078,1,rooftop,133,"W North Ave",Baltimore,MD,"Baltimore city",21201,US
508," Sip and Bite Restaurant"," 2200 Boston Street"," 21231"," Baltimore"," MD",39.283976,-76.585478,1,rooftop,2200,"Boston St",Baltimore,MD,"Baltimore city",21231,US
509," Boulevard Diner"," 1660 Merritt Boulevard"," 21222"," Dundalk"," MD",39.271523,-76.502702,1,range_interpolation,1660,"Merritt Blvd",Dundalk,MD,"Baltimore County",21222,US
510," R and R Taqueria"," 7894 Washington Blvd"," 21075"," Elkridge"," MD",39.172799,-76.784696,1,rooftop,7894,"Washington Blvd",Elkridge,MD,"Howard County",21075,US
511," Supino Pizzeria"," 2457 Russell Street"," 48207"," Detroit"," MI",42.34531,-83.039934,1,range_interpolation,2457,"Russell St",Detroit,MI,"Wayne County",48207,US
512," Rigoletto Italian Bakery and Cafe"," 2181 Upton Drive #414"," 23454"," Virginia Beach"," VA",36.757488,-76.008119,1,rooftop,2181,"Upton Dr","Virginia Beach",VA,"Virginia Beach city",23454,US
513," Leaping Lizards Cafe"," 4408 Shore Drive"," 23455"," Virginia Beach"," VA",36.905742,-76.123669,1,rooftop,4408,"Shore Dr","Virginia Beach",VA,"Virginia Beach city",23455,US
514," Danny's All American Diner"," 4406 N Falkenburg Road"," 33610"," Tampa"," FL",27.985571,-82.335343,1,rooftop,4406,"N Falkenburg Rd",Tampa,FL,"Hillsborough County",33610,US
515," Webberville Brewery and Pub CLOSED"," 1093 Highview Drive"," 48892"," Webberville"," MI",42.659219,-84.189553,1,range_interpolation,1093,"Highview Dr",Webberville,MI,"Ingham County",48892,US
516," Jethro's Fine Grub"," 3420 Dunbar Street"," V6S 2C2"," Vancouver"," BC",46.121302,-122.770898,0.8,street_center,,"Dunbar Rd",Kelso,WA,"Cowlitz County",98626,US
517," Traffic Jam and Snug"," 511 W. Canfield Street"," 48201"," Detroit"," MI",42.351237,-83.065112,1,range_interpolation,511,"W Canfield St",Detroit,MI,"Wayne County",48201,US
518," Smalley's Caribbean Barbeque"," 423 Main Street South"," 55082"," Stillwater"," MN",45.058573,-92.806892,0.9,range_interpolation,423,"Main St N",Stillwater,MN,"Washington County",55082,US
519," Maple and Motor"," 4810 Maple Avenue"," 75219"," Dallas"," TX",32.814782,-96.827201,0.8,range_interpolation,4810,"Maple Ave",Dallas,TX,"Dallas County",75219,US
520," Pecan Lodge"," 2702 MAIN STREET"," 75226"," Dallas"," TX",32.783975,-96.784183,0.9,range_interpolation,2702,"Main St",Dallas,TX,"Dallas County",75226,US
521," Chop House Burgers"," 1700 W. Park Row Drive #116"," 76013"," Arlington"," TX",32.721393,-97.13335,1,range_interpolation,1700,"W Park Row Dr",Arlington,TX,"Tarrant County",76013,US
522," Lito's Take Out"," 514 E Haley Street"," 93103"," Santa Barbara"," CA",34.422158,-119.689601,1,range_interpolation,514,"E Haley St","Santa Barbara",CA,"Santa Barbara County",93103,US
523," Cane Rosso"," 2612 Commerce Street"," 75226"," Dallas"," TX",32.782382,-96.786634,1,range_interpolation,2612,"Commerce St",Dallas,TX,"Dallas County",75226,US
524," Mac's Fish and Chips"," 503 State Street"," 93101"," Santa Barbara"," CA",34.416703,-119.695625,1,range_interpolation,503,"State St","Santa Barbara",CA,"Santa Barbara County",93101,US
525," The Kitchen"," 529 South A Street"," 93030"," Oxnard"," CA",34.197556,-119.178726,1,range_interpolation,529,"S A St",Oxnard,CA,"Ventura County",93030,US
526," Nye's Polonaise"," 112 East Hennepin Avenue"," 55414"," Minneapolis"," MN",44.987072,-93.258599,1,range_interpolation,112,"E Hennepin Ave",Minneapolis,MN,"Hennepin County",55414,US
527," Sidecar"," 560 5th Avenue"," 11215"," Brooklyn"," NY",40.664322,-73.984132,0.22,place,,,Brooklyn,NY,"Kings County",11215,US
528," Nortons Pastrami"," 18 West Figueroa Street"," 93101"," Santa Barbara"," CA",34.422336,-119.703434,1,range_interpolation,18,"W Figueroa St","Santa Barbara",CA,"Santa Barbara County",93101,US
529," Meat and Bread"," 370 Cambie Street"," "," Vancouver"," BC",45.678996,-122.720499,0.33,place,,,Vancouver,WA,"Clark County",98660,US
530," Defonte's of Brooklyn"," 379 Columbia Street"," 11231"," Brooklyn"," NY",40.678991,-74.005464,1,rooftop,379,"Columbia St",Brooklyn,NY,"Kings County",11231,US
531," Smack Shack"," 1029 Marshall Street NE"," 55413"," Minneapolis"," MN",44.997478,-93.267986,1,range_interpolation,1029,"Marshall St NE",Minneapolis,MN,"Hennepin County",55413,US
532," Savoy Cafe and Deli"," 24 W. Figueroa Street"," 93101"," Santa Barbara"," CA",34.422267,-119.703492,1,range_interpolation,24,"W Figueroa St","Santa Barbara",CA,"Santa Barbara County",93101,US
533," Pepe's and Mito's"," 2911 Elm Street"," 75226"," Dallas"," TX",32.785082,-96.782419,1,range_interpolation,2911,"Elm St",Dallas,TX,"Dallas County",75226,US
534," Pizzeria Lola"," 5557 Xerxes Ave. S"," 55410"," Minneapolis"," MN",44.902394,-93.318674,1,range_interpolation,5557,"Xerxes Ave",Minneapolis,MN,"Hennepin County",55410,US
535," Monument Cafe"," 500 S Austin Avenue"," 78627"," Georgetown"," TX",30.63848,-97.678078,1,range_interpolation,500,"S Austin Ave",Georgetown,TX,"Williamson County",78626,US
536," Luke's Inside Out"," 1109 South Lamar Boulevard"," 78704"," Austin"," TX",30.255369,-97.761671,1,range_interpolation,1109,"S Lamar Blvd",Austin,TX,"Travis County",78704,US
537," Broders' Pasta Bar"," 5000 Penn Avenue South"," 55410"," Minneapolis"," MN",44.912215,-93.3087,1,range_interpolation,5000,"Penn Ave S",Minneapolis,MN,"Hennepin County",55419,US
538," Broders Cucina Italiana"," 2308 West 50th Street"," 55410"," Minneapolis"," MN",44.912516,-93.308772,1,range_interpolation,2308,"W 50th St",Minneapolis,MN,"Hennepin County",55410,US
539," Pete's Breakfast House Restaurant"," 2055 E Main Street"," 93001"," Ventura"," CA",34.277951,-119.269153,1,range_interpolation,2055,"E Main St",Ventura,CA,"Ventura County",93001,US
540," Lola's Louisiana Kitchen"," 241 W. Charleston"," 89201"," Las Vegas"," NV",36.15871,-115.156652,1,range_interpolation,241,"W Charleston Blvd","Las Vegas",NV,"Clark County",89102,US
541," Marla's Carribean Cuisine"," 3761 Bloomington Ave"," 55407"," Minneapolis"," MN",44.93483,-93.252245,1,range_interpolation,3761,"Bloomington Ave",Minneapolis,MN,"Hennepin County",55407,US
542," Counter Cafe"," 626 North Lamar Boulevard"," 78703"," Austin"," TX",30.271807,-97.754012,1,range_interpolation,626,"N Lamar Blvd",Austin,TX,"Travis County",78703,US
543," Cutty Foods"," 284 Washington Street"," 02445"," Brookline"," MA",42.333155,-71.119553,1,range_interpolation,284,"Washington St",Brookline,MA,"Norfolk County",02445,US
544," Johnny Garlics Dublin"," 4920 Dublin Boulevard Ste 265"," 94568"," Dublin"," CA",37.705954,-121.883076,1,range_interpolation,4920,"Dublin Blvd",Dublin,CA,"Alameda County",94568,US
545," Johnny Garlics San Jose CA"," 101 Curtner Ave"," 95125"," San Jose"," CA",37.300878,-121.865286,1,range_interpolation,101,"Curtner Ave","San Jose",CA,"Santa Clara County",95125,US
546," Italian Express Pizzeria"," 336 Sumner Street East"," 02128"," Boston"," MA",42.367254,-71.035779,1,range_interpolation,336,"Sumner St",Boston,MA,"Suffolk County",02128,US
547," Angelas Cafe Restaurant"," 131 Lexington Street East"," 02128"," Boston"," MA",42.378551,-71.035422,1,range_interpolation,131,"Lexington St",Boston,MA,"Suffolk County",02128,US
548," John Mull's Meats and Road Kill Grill"," 3730 Thom Blvd"," 89130"," Las Vegas"," NV",36.227383,-115.212063,1,range_interpolation,3730,"Thom Blvd","Las Vegas",NV,"Clark County",89130,US
549," Noble Pig Austin"," 12233 620 N"," 78750"," Austin"," TX",30.406729,-97.8155,0.33,place,,,Austin,TX,"Travis County",78750,US
550," Moondoggies Bar and Naked City Pizza"," 3240 Arville Street"," 89102"," Las Vegas"," NV",36.131214,-115.199142,1,range_interpolation,3240,"Arville St","Las Vegas",NV,"Clark County",89102,US
551," Forte European Tapas Bar and Bistro"," 4180 South Rainbow Boulevard"," 89103"," Las Vegas"," NV",36.113085,-115.242803,1,range_interpolation,4180,"S Rainbow Blvd","Las Vegas",NV,"Clark County",89103,US
552," Anthonino's Taverna"," 2225 Macklind Avenue"," 63110"," St. Louis"," MO",38.614339,-90.277775,1,range_interpolation,2225,"Macklind Ave","Saint Louis",MO,"St. Louis city",63110,US
553," The Shaved Duck"," 2900 Virginia Avenue"," 63118"," St. Louis"," MO",38.603907,-90.23615,1,range_interpolation,2900,"Virginia Ave","Saint Louis",MO,"St. Louis city",63118,US
554," Hwy 61 Roadhouse"," 34 South Old Orchard Avenue"," 63119"," Webster Groves"," MO",38.590511,-90.338648,1,range_interpolation,34,"S Old Orchard Ave","Saint Louis",MO,"St. Louis County",63119,US
555," Dressel's Public House"," 419 N Euclid Avenue"," 63108"," St. Louis"," MO",38.649097,-90.26099,1,range_interpolation,419,"N Euclid Ave","Saint Louis",MO,"St. Louis city",63108,US
556," Bachi Burger"," 470 E. Windmill Lane"," 89123"," Las Vegas"," NV",36.042508,-115.152103,1,range_interpolation,470,"E Windmill Ln","Las Vegas",NV,"Clark County",89123,US
557," Afrah"," 314 E.Main Street"," 75081"," Richardson"," TX",32.949266,-96.721626,0.33,place,,,Richardson,TX,"Dallas County",75081,US
558," Taste of Europe Restaurant Russian"," 1901 West Pioneer Parkway"," 76013"," Arlington"," TX",32.709201,-97.136715,1,range_interpolation,1901,"W Pioneer Pkwy",Arlington,TX,"Tarrant County",76013,US
559," Foreign and Domestic"," 306 E. 53rd Street"," 78751"," Austin"," TX",30.317374,-97.720167,1,range_interpolation,306,"E 53rd St",Austin,TX,"Travis County",78751,US
560," Hopleaf Bar"," 5148 North Clark Street"," 60640"," Chicago"," IL",41.975506,-87.668491,1,range_interpolation,5148,"N Clark St",Chicago,IL,"Cook County",60640,US
561," Jawaiian Irie Jerk Restaurant"," 1137 Eleventh Ave"," 96816"," Honolulu"," HI",21.290612,-157.788328,0.33,place,,,Honolulu,HI,"Honolulu County",96816,US
562," Yayo Taco is CLOSED"," 4632 S. Maryland Pkwy #18"," 89119"," Las Vegas"," NV",36.105564,-115.13707,0.9,range_interpolation,4632,"S Maryland Pkwy","Las Vegas",NV,"Clark County",89119,US
563," Boston Burger Company"," 37 Davis Square"," 02144"," Somerville"," MA",42.396792,-71.122504,1,range_interpolation,37,"Davis Sq",Somerville,MA,"Middlesex County",02144,US
564," Weeping Radish Farm"," 6810 Caratoke Hwy."," 27939"," Grandy"," NC",36.221444,-75.86975,0.8,range_interpolation,6810,"Caratoke Hwy",Grandy,NC,"Currituck County",27939,US
565," Tortugas Lie"," 3016 South Virginia Dare Trail"," 27959"," Nags Head"," NC",35.978653,-75.63622,1,range_interpolation,3016,"S Virginia Dare Trl","Nags Head",NC,"Dare County",27959,US
566," Memphis Street Cafe"," 2476 Memphis Street"," 38632"," Hernando"," MS",34.824854,-89.994603,1,range_interpolation,2476,"Memphis St",Hernando,MS,"DeSoto County",38632,US
567," Chicago Brauhaus"," 4732 N Lincoln Ave"," 60625"," Chicago"," IL",41.967434,-87.687966,1,range_interpolation,4732,"N Lincoln Ave",Chicago,IL,"Cook County",60625,US
568," Camilles on Wheels Food Truck"," "," 96814"," Kailua"," HI",21.293143,-157.848767,0.67,place,,,Honolulu,HI,"Honolulu County",96814,US
569," Ortegaz Southwestern Grill and Wine Bar"," 201 Sir Walter Raleigh Street"," 27954"," Manteo"," NC",35.9092,-75.670138,1,range_interpolation,201,"Sir Walter Raleigh St",Manteo,NC,"Dare County",27954,US
570," Heeia Kea Pier General Store and Deli"," 46-499 Kamehameha HWY."," 96744"," Kaneohe"," HI",21.39562,-157.797476,1,range_interpolation,499,"Kamehameha Hwy",Kaneohe,HI,"Honolulu County",96744,US
571," REX Italian Foods"," 4431 N Harlem Ave"," 60706"," Norridge"," IL",41.961873,-87.807061,1,range_interpolation,4431,"N Harlem Ave","Harwood Heights",IL,"Cook County",60706,US
572," bopNgrill"," 6604 N Sheridan Road"," 60626"," Chicago"," IL",42.002592,-87.660933,1,range_interpolation,6604,"N Sheridan Rd",Chicago,IL,"Cook County",60626,US
573," Sweet Home Waimanalo"," 41-1025 Kalanianaole Highway"," 96795"," Waimanalo"," HI",21.340468,-157.704101,1,range_interpolation,1025,"Kalanianaole Hwy",Waimanalo,HI,"Honolulu County",96795,US
574," Davis' Pub"," 400 Chester Aveune"," 21403"," Annapolis"," MD",38.969189,-76.480329,1,rooftop,400,"Chester Ave",Annapolis,MD,"Anne Arundel County",21403,US
575," Rizzos Diner"," 106 G.E. Patterson"," 38103"," Memphis"," TN",35.154875,-90.049631,0.33,place,,,Memphis,TN,"Shelby County",38103,US
576," 90 Miles Cuban Cafe"," 3101 N. Clybourn"," 60618"," Chicago"," IL",41.937516,-87.685578,1,range_interpolation,3101,"N Clybourn Ave",Chicago,IL,"Cook County",60618,US
577," Byblos Mediterranean Cafe"," 223 North Clinton Street"," 13202"," Syracuse"," NY",43.051546,-76.153662,1,range_interpolation,223,"N Clinton St",Syracuse,NY,"Onondaga County",13202,US
578," Memphis BBQ Co."," 709 Desoto Cove"," 38637"," Horn Lake"," MS",34.96404,-90.003768,1,range_interpolation,709,"Desoto Cv","Horn Lake",MS,"DeSoto County",38637,US
579," Evas European Sweets"," 1305 Milton Avenue"," 13204"," Syracuse"," NY",43.059403,-76.199373,1,range_interpolation,1305,"Milton Ave",Syracuse,NY,"Onondaga County",13204,US
580," Empire Brewing Company"," 120 Walton Street"," 13202"," Syracuse"," NY",43.048112,-76.153858,1,range_interpolation,120,"Walton St",Syracuse,NY,"Onondaga County",13202,US
581," Funk N Waffles"," 727 South Crouse Avenue"," 13210"," Syracuse"," NY",43.042386,-76.136477,1,range_interpolation,727,"S Crouse Ave",Syracuse,NY,"Onondaga County",13210,US
582," Pastabilities"," 311 South Franklin Street"," 13202"," Syracuse"," NY",43.048626,-76.155375,1,range_interpolation,311,"S Franklin St",Syracuse,NY,"Onondaga County",13202,US
583," Kitty Hoynes"," 301 West Fayette Street"," 13202"," Syracuse"," NY",43.048852,-76.155525,1,range_interpolation,301,"W Fayette St",Syracuse,NY,"Onondaga County",13202,US
584," Guys American Kitchen and Bar"," 220 W 44th Street"," 10036"," New York"," NY",40.757838,-73.987495,1,range_interpolation,220,"W 44th St","New York",NY,"New York County",10036,US
585," Brine and Bottle"," 7531 S Virginia Dare Trail"," 27959"," Nags Head"," NC",35.905868,-75.599358,1,range_interpolation,7531,"S Virginia Dare Trl","Nags Head",NC,"Dare County",27959,US
586," Outer Banks Brewing Station"," 600 South Croatan Highway"," 27948"," Kill Devil Hills"," NC",36.01683,-75.66629,0.33,place,,,"Kill Devil Hills",NC,"Dare County",27948,US
587," Patti's Pierogis"," 1019 S Main Street"," 02724"," Fall River"," MA",41.690882,-71.165865,0.9,range_interpolation,1019,"S Main St","Fall River",MA,"Bristol County",02724,US
588," Tupelo"," 1193 Cambridge Street"," 02139"," Cambridge"," MA",42.373429,-71.097259,1,range_interpolation,1193,"Cambridge St",Cambridge,MA,"Middlesex County",02139,US
589," Angelos Civita Farnese Restaurant"," 141 Atwells Ave"," 02903"," Providence"," RI",41.823149,-71.422684,1,range_interpolation,141,"Atwells Ave",Providence,RI,"Providence County",02903,US
590," Mediterraneo Caffe"," 134 Atwells Avenue"," 02903"," Providence"," RI",41.823133,-71.422412,1,range_interpolation,134,"Atwells Ave",Providence,RI,"Providence County",02903,US
591," South of Beale"," 361 South Main Street"," 38103"," Memphis"," TN",35.136573,-90.057644,1,range_interpolation,361,"S Main St",Memphis,TN,"Shelby County",38103,US
592," Big Wave Shrimp"," 66-521 Kamehameha Hwy"," 96712"," Haleiwa"," HI",21.659324,-158.056591,1,range_interpolation,521,"Kamehameha Hwy",Haleiwa,HI,"Honolulu County",96712,US
593," Anthonys Seafood"," 963 Aquidneck Avenue"," 02842"," Middletown"," RI",41.513665,-71.282511,1,range_interpolation,963,"Aquidneck Ave",Middletown,RI,"Newport County",02842,US
594," Guerrilla Street Food Truck"," "," "," St. Louis"," MO",38.631501,-90.19231,1,place,,,"Saint Louis",MO,"St. Louis city",63101,US
595," Fresh Catch Kaneohe"," 45-1118 Kamehameha Hwy"," 96744"," Kaneohe"," HI",21.4168,-157.801564,1,range_interpolation,1118,"Kamehameha Hwy",Kaneohe,HI,"Honolulu County",96744,US
596," The Elegant Farmer"," 262 S Highland Street"," 38111"," Memphis"," TN",35.124505,-89.945205,1,range_interpolation,262,"S Highland St",Memphis,TN,"Shelby County",38111,US
597," Italian Corner"," 10 Boyd Avenue"," 02914"," East Providence"," RI",41.80793,-71.348784,1,range_interpolation,10,"Boyd Ave","East Providence",RI,"Providence County",02914,US
598," Johnny's BBQ"," 5959 Broadmoor"," 66201"," Mission"," KS",39.007755,-94.679486,0.22,place,,,"Shawnee Mission",KS,"Johnson County",66201,US
599," Three Angels Diner"," 2617 Broad Ave"," 38112"," Memphis"," TN",35.14754,-89.972077,1,range_interpolation,2617,"Broad Ave",Memphis,TN,"Shelby County",38112,US
600," Opal Thai Food"," 66-460 Kamehameha Hwy"," 96712"," Haleiwa"," HI",21.619003,-158.084601,1,range_interpolation,460,"Kamehameha Hwy",Haleiwa,HI,"Honolulu County",96712,US
601," Aunt Carries Seafood Restaurant"," 1240 Ocean Road"," 02882"," Narragansett"," RI",41.374773,-71.485245,0.8,range_interpolation,1240,"Ocean Rd",Narragansett,RI,"Washington County",02882,US
